"fips","MSA","year","population"
"F-46049","RURAL",2010,2364
"F-46049","RURAL",2000,2640
"F-46051","RURAL",2000,7847
"F-46051","RURAL",2010,7356
"F-46053","RURAL",2010,4271
"F-46053","RURAL",2000,4792
"F-46055","RURAL",2000,2196
"F-46055","RURAL",2010,1937
"F-46057","RURAL",2010,5903
"F-46057","RURAL",2000,5540
"F-46059","RURAL",2010,3431
"F-46059","RURAL",2000,3741
"F-46061",NA,2000,3139
"F-46061",NA,2010,3331
"F-46063","RURAL",2000,1353
"F-46063","RURAL",2010,1255
"F-46065","RURAL",2010,17022
"F-46065","RURAL",2000,16481
"F-46067","RURAL",2000,8075
"F-46067","RURAL",2010,7343
"F-46069","RURAL",2000,1671
"F-46069","RURAL",2010,1420
"F-46071","RURAL",2010,3031
"F-46071","RURAL",2000,2930
"F-46073","RURAL",2000,2295
"F-46073","RURAL",2010,2071
"F-46075","RURAL",2010,1006
"F-46075","RURAL",2000,1193
"F-46077","RURAL",2010,5148
"F-46077","RURAL",2000,5815
"F-46079","RURAL",2010,11200
"F-46079","RURAL",2000,11276
"F-46081","RURAL",2010,24097
"F-46081","RURAL",2000,21802
"F-46083","SIOUX FALLS, SD",2000,24131
"F-46083","SIOUX FALLS, SD",2010,44828
"F-46085","RURAL",2000,3895
"F-46085","RURAL",2010,3755
"F-46087","RURAL",2010,5618
"F-46087","RURAL",2000,5832
"F-46089","RURAL",2000,2904
"F-46089","RURAL",2010,2459
"F-46091","RURAL",2000,4576
"F-46091","RURAL",2010,4656
"F-46093","RURAL",2000,24253
"F-46093","RURAL",2010,25434
"F-46095","RURAL",2010,2048
"F-46095","RURAL",2000,2083
"F-46097","RURAL",2000,2884
"F-46097","RURAL",2010,2389
"F-46099","SIOUX FALLS, SD",2010,169468
"F-46099","SIOUX FALLS, SD",2000,148281
"F-46101","RURAL",2000,6595
"F-46101","RURAL",2010,6486
"F-46103","RAPID CITY, SD",2000,88565
"F-46103","RAPID CITY, SD",2010,100948
"F-46105","RURAL",2010,2982
"F-46105","RURAL",2000,3363
"F-46107","RURAL",2010,2329
"F-46107","RURAL",2000,2693
"F-46109","RURAL",2010,10149
"F-46109","RURAL",2000,10016
"F-46111","RURAL",2000,2675
"F-46111","RURAL",2010,2355
"F-46113","RURAL",2000,12466
"F-46113","RURAL",2010,13586
"F-46115","RURAL",2000,7454
"F-46115","RURAL",2010,6415
"F-46117","RURAL",2000,2772
"F-46117","RURAL",2010,2966
"F-46119","RURAL",2010,1373
"F-46119","RURAL",2000,1556
"F-46121","RURAL",2000,9050
"F-46121","RURAL",2010,9612
"F-46123","RURAL",2010,5644
"F-46123","RURAL",2000,6430
"F-46125","RURAL",2010,8347
"F-46125","RURAL",2000,8849
"F-46127","RURAL",2010,14399
"F-46127","RURAL",2000,12584
"F-46129","RURAL",2010,5438
"F-46129","RURAL",2000,5974
"F-46135","RURAL",2010,22438
"F-46135","RURAL",2000,21652
"F-46137","RURAL",2000,2519
"F-46137","RURAL",2010,2801
"F-47001","KNOXVILLE, TN",2010,75129
"F-47001","KNOXVILLE, TN",2000,71330
"F-47003","RURAL",2000,37586
"F-47003","RURAL",2010,45058
"F-47005","RURAL",2010,16489
"F-47005","RURAL",2000,16537
"F-47007","RURAL",2010,12876
"F-47007","RURAL",2000,12367
"F-47009","KNOXVILLE, TN",2010,123010
"F-47009","KNOXVILLE, TN",2000,105823
"F-47011","RURAL",2010,98963
"F-47011","RURAL",2000,87965
"F-47013","RURAL",2010,40716
"F-47013","RURAL",2000,39854
"F-47015","RURAL",2010,13801
"F-47015","RURAL",2000,12826
"F-47017","RURAL",2000,29475
"F-47017","RURAL",2010,28522
"F-47019","JOHNSON CITY, TN",2010,57424
"F-47019","JOHNSON CITY, TN",2000,56742
"F-47021","NASHVILLE, TN",2010,39105
"F-47021","NASHVILLE, TN",2000,35912
"F-47023","JACKSON, TN",2010,17131
"F-47023","JACKSON, TN",2000,15540
"F-47025","RURAL",2000,29862
"F-47025","RURAL",2010,32213
"F-47027","RURAL",2010,7861
"F-47027","RURAL",2000,7976
"F-47029","RURAL",2010,35662
"F-47029","RURAL",2000,33565
"F-47031","RURAL",2010,52796
"F-47031","RURAL",2000,48014
"F-47033","RURAL",2010,14586
"F-47033","RURAL",2000,14532
"F-47035","RURAL",2010,56053
"F-47035","RURAL",2000,46802
"F-47037","NASHVILLE, TN",2010,626681
"F-47037","NASHVILLE, TN",2000,569891
"F-47039","RURAL",2010,11757
"F-47039","RURAL",2000,11731
"F-47041","RURAL",2000,17423
"F-47041","RURAL",2010,18723
"F-47043","NASHVILLE, TN",2010,49666
"F-47043","NASHVILLE, TN",2000,43156
"F-47045","RURAL",2010,38335
"F-47045","RURAL",2000,37279
"F-47047","MEMPHIS, TN",2000,28806
"F-47047","MEMPHIS, TN",2010,38413
"F-47049","RURAL",2000,16625
"F-47049","RURAL",2010,17959
"F-47051","RURAL",2010,41052
"F-47051","RURAL",2000,39270
"F-47053","RURAL",2000,48152
"F-47053","RURAL",2010,49683
"F-47055","RURAL",2010,29485
"F-47055","RURAL",2000,29447
"F-47057","RURAL",2000,20659
"F-47057","RURAL",2010,22657
"F-47059","RURAL",2010,68831
"F-47059","RURAL",2000,62909
"F-47061","RURAL",2000,14332
"F-47061","RURAL",2010,13703
"F-47063","RURAL",2010,62544
"F-47063","RURAL",2000,58128
"F-47065","CHATTANOOGA, TN",2010,336463
"F-47065","CHATTANOOGA, TN",2000,307896
"F-47067","RURAL",2010,6819
"F-47067","RURAL",2000,6786
"F-47069","RURAL",2010,27253
"F-47069","RURAL",2000,28105
"F-47071","RURAL",2000,25578
"F-47071","RURAL",2010,26026
"F-47073","JOHNSON CITY, TN",2010,56833
"F-47073","JOHNSON CITY, TN",2000,53563
"F-47075","RURAL",2010,18787
"F-47075","RURAL",2000,19797
"F-47077","RURAL",2000,25522
"F-47077","RURAL",2010,27769
"F-47079","RURAL",2010,32330
"F-47079","RURAL",2000,31115
"F-47081","RURAL",2010,24690
"F-47081","RURAL",2000,22295
"F-47083","RURAL",2000,8088
"F-47083","RURAL",2010,8426
"F-47085","RURAL",2000,17929
"F-47085","RURAL",2010,18538
"F-47087","RURAL",2000,10984
"F-47087","RURAL",2010,11638
"F-47089","RURAL",2000,44294
"F-47089","RURAL",2010,51407
"F-47091","RURAL",2010,18244
"F-47091","RURAL",2000,17499
"F-47093","KNOXVILLE, TN",2000,382032
"F-47093","KNOXVILLE, TN",2010,432226
"F-47095","RURAL",2000,7954
"F-47095","RURAL",2010,7832
"F-47097","RURAL",2010,27815
"F-47097","RURAL",2000,27101
"F-47099","RURAL",2000,39926
"F-47099","RURAL",2010,41869
"F-47101","RURAL",2010,12161
"F-47101","RURAL",2000,11367
"F-47103","RURAL",2000,31340
"F-47103","RURAL",2010,33361
"F-47105","KNOXVILLE, TN",2010,48556
"F-47105","KNOXVILLE, TN",2000,39086
"F-47107","RURAL",2010,52266
"F-47107","RURAL",2000,49015
"F-47109","RURAL",2010,26075
"F-47109","RURAL",2000,24653
"F-47111","RURAL",2010,22248
"F-47111","RURAL",2000,20386
"F-47113","JACKSON, TN",2010,98294
"F-47113","JACKSON, TN",2000,91837
"F-47115","CHATTANOOGA, TN",2000,27776
"F-47115","CHATTANOOGA, TN",2010,28237
"F-47117","RURAL",2000,26767
"F-47117","RURAL",2010,30617
"F-47119","RURAL",2010,80956
"F-47119","RURAL",2000,69498
"F-47121","RURAL",2010,11753
"F-47121","RURAL",2000,11086
"F-47123","RURAL",2000,38961
"F-47123","RURAL",2010,44519
"F-47125","CLARKSVILLE, TN",2010,172331
"F-47125","CLARKSVILLE, TN",2000,134768
"F-47127","RURAL",2010,6362
"F-47127","RURAL",2000,5740
"F-47129","RURAL",2010,21987
"F-47129","RURAL",2000,19757
"F-47131","RURAL",2010,31807
"F-47131","RURAL",2000,32450
"F-47133","RURAL",2010,22083
"F-47133","RURAL",2000,20118
"F-47135","RURAL",2010,7915
"F-47135","RURAL",2000,7631
"F-47137","RURAL",2010,5077
"F-47137","RURAL",2000,4945
"F-47139","RURAL",2000,16050
"F-47139","RURAL",2010,16825
"F-47141","RURAL",2000,62315
"F-47141","RURAL",2010,72321
"F-47143","RURAL",2000,28400
"F-47143","RURAL",2010,31809
"F-47145","RURAL",2010,54181
"F-47145","RURAL",2000,51910
"F-47147","NASHVILLE, TN",2010,66283
"F-47147","NASHVILLE, TN",2000,54433
"F-47149","NASHVILLE, TN",2010,262604
"F-47149","NASHVILLE, TN",2000,182023
"F-47151","RURAL",2010,22228
"F-47151","RURAL",2000,21127
"F-47153","RURAL",2000,11370
"F-47153","RURAL",2010,14112
"F-47155","KNOXVILLE, TN",2000,71170
"F-47155","KNOXVILLE, TN",2010,89889
"F-47157","MEMPHIS, TN",2000,897472
"F-47157","MEMPHIS, TN",2010,927644
"F-47159","RURAL",2010,19166
"F-47159","RURAL",2000,17712
"F-47161","RURAL",2010,13324
"F-47161","RURAL",2000,12370
"F-47163","JOHNSON CITY, TN",2010,156823
"F-47163","JOHNSON CITY, TN",2000,153048
"F-47165","NASHVILLE, TN",2000,130449
"F-47165","NASHVILLE, TN",2010,160645
"F-47167","MEMPHIS, TN",2010,61081
"F-47167","MEMPHIS, TN",2000,51271
"F-47169","RURAL",2010,7870
"F-47169","RURAL",2000,7259
"F-47171","JOHNSON CITY, TN",2000,17667
"F-47171","JOHNSON CITY, TN",2010,18313
"F-47173","KNOXVILLE, TN",2010,19109
"F-47173","KNOXVILLE, TN",2000,17808
"F-47175",NA,2010,5548
"F-47175",NA,2000,5508
"F-47177","RURAL",2000,38276
"F-47177","RURAL",2010,39839
"F-47179","JOHNSON CITY, TN",2000,107198
"F-47179","JOHNSON CITY, TN",2010,122979
"F-47181","RURAL",2000,16842
"F-47181","RURAL",2010,17021
"F-47183","RURAL",2010,35021
"F-47183","RURAL",2000,34895
"F-47185","RURAL",2010,25841
"F-47185","RURAL",2000,23102
"F-47187","NASHVILLE, TN",2000,126638
"F-47187","NASHVILLE, TN",2010,183182
"F-47189","NASHVILLE, TN",2010,113993
"F-47189","NASHVILLE, TN",2000,88809
"F-48001","RURAL",2010,58458
"F-48001","RURAL",2000,55109
"F-48003","RURAL",2010,14786
"F-48003","RURAL",2000,13004
"F-48005","RURAL",2000,80130
"F-48005","RURAL",2010,86771
"F-48007","RURAL",2000,22497
"F-48007","RURAL",2010,23158
"F-48009","WICHITA FALLS, TX",2010,9054
"F-48009","WICHITA FALLS, TX",2000,8854
"F-48011","RURAL",2010,1901
"F-48011","RURAL",2000,2148
"F-48013","RURAL",2010,44911
"F-48013","RURAL",2000,38628
"F-48015","RURAL",2000,23590
"F-48015","RURAL",2010,28417
"F-48017","RURAL",2010,7165
"F-48017","RURAL",2000,6594
"F-48019","RURAL",2010,20485
"F-48019","RURAL",2000,17645
"F-48021","AUSTIN, TX",2000,57733
"F-48021","AUSTIN, TX",2010,74171
"F-48023","RURAL",2010,3726
"F-48023","RURAL",2000,4093
"F-48025","RURAL",2010,31861
"F-48025","RURAL",2000,32359
"F-48027","TEMPLE, TX",2000,237974
"F-48027","TEMPLE, TX",2010,310235
"F-48029","SAN ANTONIO, TX",2000,1392931
"F-48029","SAN ANTONIO, TX",2010,1714773
"F-48031","RURAL",2010,10497
"F-48031","RURAL",2000,8418
"F-48033","RURAL",2010,641
"F-48033","RURAL",2000,729
"F-48035","RURAL",2000,17204
"F-48035","RURAL",2010,18212
"F-48037","TEXARKANA, TX",2010,92565
"F-48037","TEXARKANA, TX",2000,89306
"F-48039","HOUSTON, TX",2010,313166
"F-48039","HOUSTON, TX",2000,241767
"F-48041","BRYAN, TX",2010,194851
"F-48041","BRYAN, TX",2000,152415
"F-48043","RURAL",2010,9232
"F-48043","RURAL",2000,8866
"F-48045","RURAL",2010,1637
"F-48045","RURAL",2000,1790
"F-48047","RURAL",2010,7223
"F-48047","RURAL",2000,7976
"F-48049","RURAL",2010,38106
"F-48049","RURAL",2000,37674
"F-48051","RURAL",2000,16470
"F-48051","RURAL",2010,17187
"F-48053","RURAL",2000,34147
"F-48053","RURAL",2010,42750
"F-48055","AUSTIN, TX",2000,32194
"F-48055","AUSTIN, TX",2010,38066
"F-48057","RURAL",2000,20647
"F-48057","RURAL",2010,21381
"F-48059","RURAL",2010,13544
"F-48059","RURAL",2000,12905
"F-48061","HARLINGEN, TX",2000,335227
"F-48061","HARLINGEN, TX",2010,406220
"F-48063","RURAL",2010,12401
"F-48063","RURAL",2000,11549
"F-48065","RURAL",2000,6516
"F-48065","RURAL",2010,6182
"F-48067","RURAL",2000,30438
"F-48067","RURAL",2010,30464
"F-48069","RURAL",2000,8285
"F-48069","RURAL",2010,8062
"F-48071","HOUSTON, TX",2010,35096
"F-48071","HOUSTON, TX",2000,26031
"F-48073","RURAL",2010,50845
"F-48073","RURAL",2000,46659
"F-48075","RURAL",2000,7688
"F-48075","RURAL",2010,7041
"F-48077","RURAL",2010,10752
"F-48077","RURAL",2000,11006
"F-48079","RURAL",2000,3730
"F-48079","RURAL",2010,3127
"F-48081","RURAL",2010,3320
"F-48081","RURAL",2000,3864
"F-48083","RURAL",2010,8895
"F-48083","RURAL",2000,9235
"F-48085","DALLAS, TX",2010,782341
"F-48085","DALLAS, TX",2000,491675
"F-48087","RURAL",2010,3057
"F-48087","RURAL",2000,3206
"F-48089","RURAL",2000,20390
"F-48089","RURAL",2010,20874
"F-48091","SAN ANTONIO, TX",2010,108472
"F-48091","SAN ANTONIO, TX",2000,78021
"F-48093","RURAL",2000,14026
"F-48093","RURAL",2010,13974
"F-48095","RURAL",2010,4087
"F-48095","RURAL",2000,3966
"F-48097","RURAL",2010,38437
"F-48097","RURAL",2000,36363
"F-48099","TEMPLE, TX",2010,75388
"F-48099","TEMPLE, TX",2000,74978
"F-48101","RURAL",2010,1505
"F-48101","RURAL",2000,1904
"F-48103","RURAL",2000,3996
"F-48103","RURAL",2010,4375
"F-48105","RURAL",2000,4099
"F-48105","RURAL",2010,3719
"F-48107","RURAL",2000,7072
"F-48107","RURAL",2010,6059
"F-48109","RURAL",2010,2398
"F-48109","RURAL",2000,2975
"F-48111","RURAL",2000,6222
"F-48111","RURAL",2010,6703
"F-48113","DALLAS, TX",2010,2368139
"F-48113","DALLAS, TX",2000,2218899
"F-48115","RURAL",2000,14985
"F-48115","RURAL",2010,13833
"F-48117","RURAL",2010,19372
"F-48117","RURAL",2000,18561
"F-48119","RURAL",2000,5327
"F-48119","RURAL",2010,5231
"F-48121","DALLAS, TX",2000,432976
"F-48121","DALLAS, TX",2010,662614
"F-48123","RURAL",2010,20097
"F-48123","RURAL",2000,20013
"F-48125","RURAL",2000,2762
"F-48125","RURAL",2010,2444
"F-48127","RURAL",2010,9996
"F-48127","RURAL",2000,10248
"F-48129","RURAL",2000,3828
"F-48129","RURAL",2010,3677
"F-48131","RURAL",2000,13120
"F-48131","RURAL",2010,11782
"F-48133","RURAL",2010,18583
"F-48133","RURAL",2000,18297
"F-48135","MIDLAND, TX",2000,121123
"F-48135","MIDLAND, TX",2010,137130
"F-48137","RURAL",2000,2162
"F-48137","RURAL",2010,2002
"F-48139","DALLAS, TX",2000,111360
"F-48139","DALLAS, TX",2010,149610
"F-48141","EL PASO, TX",2000,679622
"F-48141","EL PASO, TX",2010,800647
"F-48143","RURAL",2010,37890
"F-48143","RURAL",2000,33001
"F-48145","RURAL",2000,18576
"F-48145","RURAL",2010,17866
"F-48147","RURAL",2010,33915
"F-48147","RURAL",2000,31242
"F-48149","RURAL",2010,24554
"F-48149","RURAL",2000,21804
"F-48151","RURAL",2000,4344
"F-48151","RURAL",2010,3974
"F-48153","RURAL",2010,6446
"F-48153","RURAL",2000,7771
"F-48155","RURAL",2010,1336
"F-48155","RURAL",2000,1622
"F-48157","HOUSTON, TX",2010,585375
"F-48157","HOUSTON, TX",2000,354452
"F-48159","RURAL",2010,10605
"F-48159","RURAL",2000,9458
"F-48161","RURAL",2010,19816
"F-48161","RURAL",2000,17867
"F-48163","RURAL",2000,16252
"F-48163","RURAL",2010,17217
"F-48165","RURAL",2010,17526
"F-48165","RURAL",2000,14467
"F-48167","HOUSTON, TX",2000,250158
"F-48167","HOUSTON, TX",2010,291309
"F-48169","RURAL",2000,4872
"F-48169","RURAL",2010,6461
"F-48171","RURAL",2000,20814
"F-48171","RURAL",2010,24837
"F-48173",NA,2000,1406
"F-48173",NA,2010,1226
"F-48175","RURAL",2010,7210
"F-48175","RURAL",2000,6928
"F-48177","RURAL",2010,19807
"F-48177","RURAL",2000,18628
"F-48179","RURAL",2000,22744
"F-48179","RURAL",2010,22535
"F-48181","SHERMAN, TX",2000,110595
"F-48181","SHERMAN, TX",2010,120877
"F-48183","LONGVIEW, TX",2010,121730
"F-48183","LONGVIEW, TX",2000,111379
"F-48185","RURAL",2000,23552
"F-48185","RURAL",2010,26604
"F-48187","SAN ANTONIO, TX",2010,131533
"F-48187","SAN ANTONIO, TX",2000,89023
"F-48189","RURAL",2010,36273
"F-48189","RURAL",2000,36602
"F-48191","RURAL",2010,3353
"F-48191","RURAL",2000,3782
"F-48193","RURAL",2000,8229
"F-48193","RURAL",2010,8517
"F-48195","RURAL",2010,5613
"F-48195","RURAL",2000,5369
"F-48197","RURAL",2010,4139
"F-48197","RURAL",2000,4724
"F-48199","BEAUMONT, TX",2010,54635
"F-48199","BEAUMONT, TX",2000,48073
"F-48201","HOUSTON, TX",2000,3400578
"F-48201","HOUSTON, TX",2010,4092459
"F-48203","LONGVIEW, TX",2000,62110
"F-48203","LONGVIEW, TX",2010,65631
"F-48205","RURAL",2010,6062
"F-48205","RURAL",2000,5537
"F-48207","RURAL",2000,6093
"F-48207","RURAL",2010,5899
"F-48209","AUSTIN, TX",2010,157107
"F-48209","AUSTIN, TX",2000,97589
"F-48211","RURAL",2000,3351
"F-48211","RURAL",2010,3807
"F-48213","DALLAS, TX",2010,78532
"F-48213","DALLAS, TX",2000,73277
"F-48215","MCALLEN, TX",2000,569463
"F-48215","MCALLEN, TX",2010,774769
"F-48217","RURAL",2000,32321
"F-48217","RURAL",2010,35089
"F-48219","RURAL",2010,22935
"F-48219","RURAL",2000,22716
"F-48221","DALLAS, TX",2010,51182
"F-48221","DALLAS, TX",2000,41100
"F-48223","RURAL",2010,35161
"F-48223","RURAL",2000,31960
"F-48225","RURAL",2010,23732
"F-48225","RURAL",2000,23185
"F-48227","RURAL",2010,35012
"F-48227","RURAL",2000,33627
"F-48229","RURAL",2010,3476
"F-48229","RURAL",2000,3344
"F-48231","DALLAS, TX",2000,76596
"F-48231","DALLAS, TX",2010,86129
"F-48233","RURAL",2000,23857
"F-48233","RURAL",2010,22150
"F-48235","RURAL",2000,1771
"F-48235","RURAL",2010,1599
"F-48237","RURAL",2010,9044
"F-48237","RURAL",2000,8763
"F-48239","RURAL",2010,14075
"F-48239","RURAL",2000,14391
"F-48241","RURAL",2010,35710
"F-48241","RURAL",2000,35604
"F-48243","RURAL",2010,2342
"F-48243","RURAL",2000,2207
"F-48245","BEAUMONT, TX",2000,252051
"F-48245","BEAUMONT, TX",2010,252273
"F-48247","RURAL",2000,5281
"F-48247","RURAL",2010,5300
"F-48249","RURAL",2000,39326
"F-48249","RURAL",2010,40838
"F-48251","DALLAS, TX",2000,126811
"F-48251","DALLAS, TX",2010,150934
"F-48253","RURAL",2010,20202
"F-48253","RURAL",2000,20785
"F-48255","RURAL",2010,14824
"F-48255","RURAL",2000,15446
"F-48257","DALLAS, TX",2000,71313
"F-48257","DALLAS, TX",2010,103350
"F-48259","RURAL",2000,23743
"F-48259","RURAL",2010,33410
"F-48261",NA,2000,414
"F-48261",NA,2010,416
"F-48263","RURAL",2010,808
"F-48263","RURAL",2000,859
"F-48265","RURAL",2000,43653
"F-48265","RURAL",2010,49625
"F-48267","RURAL",2000,4468
"F-48267","RURAL",2010,4607
"F-48269","RURAL",2000,356
"F-48269","RURAL",2010,286
"F-48271","RURAL",2010,3598
"F-48271","RURAL",2000,3379
"F-48273","RURAL",2010,32061
"F-48273","RURAL",2000,31549
"F-48275","RURAL",2010,3719
"F-48275","RURAL",2000,4253
"F-48277","RURAL",2000,48499
"F-48277","RURAL",2010,49793
"F-48279","RURAL",2000,14709
"F-48279","RURAL",2010,13977
"F-48281","RURAL",2010,19677
"F-48281","RURAL",2000,17762
"F-48283","RURAL",2010,6886
"F-48283","RURAL",2000,5866
"F-48285","RURAL",2000,19210
"F-48285","RURAL",2010,19263
"F-48287","RURAL",2010,16612
"F-48287","RURAL",2000,15657
"F-48289","RURAL",2010,16801
"F-48289","RURAL",2000,15335
"F-48291","HOUSTON, TX",2010,75643
"F-48291","HOUSTON, TX",2000,70154
"F-48293","RURAL",2010,23384
"F-48293","RURAL",2000,22051
"F-48295","RURAL",2010,3302
"F-48295","RURAL",2000,3057
"F-48297","RURAL",2010,11531
"F-48297","RURAL",2000,12309
"F-48299","RURAL",2010,19301
"F-48299","RURAL",2000,17044
"F-48301",NA,2000,67
"F-48301",NA,2010,82
"F-48303","LUBBOCK, TX",2010,278831
"F-48303","LUBBOCK, TX",2000,242628
"F-48305","RURAL",2010,5915
"F-48305","RURAL",2000,6550
"F-48307","RURAL",2010,8283
"F-48307","RURAL",2000,8205
"F-48309","WACO, TX",2000,213517
"F-48309","WACO, TX",2010,234906
"F-48311","RURAL",2000,851
"F-48311","RURAL",2010,707
"F-48313","RURAL",2010,13664
"F-48313","RURAL",2000,12940
"F-48315","RURAL",2000,10941
"F-48315","RURAL",2010,10546
"F-48317","RURAL",2000,4746
"F-48317","RURAL",2010,4799
"F-48319","RURAL",2000,3738
"F-48319","RURAL",2010,4012
"F-48321","RURAL",2010,36702
"F-48321","RURAL",2000,37957
"F-48323","RURAL",2010,54258
"F-48323","RURAL",2000,47297
"F-48325","RURAL",2010,46006
"F-48325","RURAL",2000,39304
"F-48327","RURAL",2000,2360
"F-48327","RURAL",2010,2242
"F-48329","MIDLAND, TX",2000,116009
"F-48329","MIDLAND, TX",2010,136872
"F-48331","RURAL",2010,24757
"F-48331","RURAL",2000,24238
"F-48333","RURAL",2010,4936
"F-48333","RURAL",2000,5151
"F-48335","RURAL",2000,9698
"F-48335","RURAL",2010,9403
"F-48337","RURAL",2010,19719
"F-48337","RURAL",2000,19117
"F-48339","HOUSTON, TX",2010,455746
"F-48339","HOUSTON, TX",2000,293768
"F-48341","RURAL",2010,21904
"F-48341","RURAL",2000,20121
"F-48343","RURAL",2000,13048
"F-48343","RURAL",2010,12934
"F-48345","RURAL",2010,1210
"F-48345","RURAL",2000,1426
"F-48347","RURAL",2000,59203
"F-48347","RURAL",2010,64524
"F-48349","RURAL",2000,45124
"F-48349","RURAL",2010,47735
"F-48351","RURAL",2000,15072
"F-48351","RURAL",2010,14445
"F-48353","RURAL",2000,15802
"F-48353","RURAL",2010,15216
"F-48355","CRP CHRISTI, TX",2000,313645
"F-48355","CRP CHRISTI, TX",2010,340223
"F-48357","RURAL",2000,9006
"F-48357","RURAL",2010,10223
"F-48359","RURAL",2010,2052
"F-48359","RURAL",2000,2185
"F-48361","BEAUMONT, TX",2010,81837
"F-48361","BEAUMONT, TX",2000,84966
"F-48363","RURAL",2000,27026
"F-48363","RURAL",2010,28111
"F-48365","RURAL",2000,22756
"F-48365","RURAL",2010,23796
"F-48367","DALLAS, TX",2000,88495
"F-48367","DALLAS, TX",2010,116927
"F-48369","RURAL",2010,10269
"F-48369","RURAL",2000,10016
"F-48371","RURAL",2000,16809
"F-48371","RURAL",2010,15507
"F-48373","RURAL",2010,45413
"F-48373","RURAL",2000,41133
"F-48375","AMARILLO, TX",2000,113546
"F-48375","AMARILLO, TX",2010,121073
"F-48377","RURAL",2010,7818
"F-48377","RURAL",2000,7304
"F-48379","RURAL",2010,10914
"F-48379","RURAL",2000,9139
"F-48381","AMARILLO, TX",2000,104312
"F-48381","AMARILLO, TX",2010,120725
"F-48383","RURAL",2000,3326
"F-48383","RURAL",2010,3367
"F-48385","RURAL",2010,3309
"F-48385","RURAL",2000,3047
"F-48387","RURAL",2000,14314
"F-48387","RURAL",2010,12860
"F-48389","RURAL",2010,13783
"F-48389","RURAL",2000,13137
"F-48391","RURAL",2010,7383
"F-48391","RURAL",2000,7828
"F-48393","RURAL",2010,929
"F-48393","RURAL",2000,887
"F-48395","RURAL",2000,16000
"F-48395","RURAL",2010,16622
"F-48397","DALLAS, TX",2010,78337
"F-48397","DALLAS, TX",2000,43080
"F-48399","RURAL",2010,10501
"F-48399","RURAL",2000,11495
"F-48401","RURAL",2000,47372
"F-48401","RURAL",2010,53330
"F-48403","RURAL",2000,10469
"F-48403","RURAL",2010,10834
"F-48405","RURAL",2010,8865
"F-48405","RURAL",2000,8946
"F-48407","RURAL",2000,22246
"F-48407","RURAL",2010,26384
"F-48409","CRP CHRISTI, TX",2000,67138
"F-48409","CRP CHRISTI, TX",2010,64804
"F-48411","RURAL",2000,6186
"F-48411","RURAL",2010,6131
"F-48413","RURAL",2010,3461
"F-48413","RURAL",2000,2935
"F-48415","RURAL",2000,16361
"F-48415","RURAL",2010,16921
"F-48417","RURAL",2000,3302
"F-48417","RURAL",2010,3378
"F-48419","RURAL",2010,25448
"F-48419","RURAL",2000,25224
"F-48421","RURAL",2010,3034
"F-48421","RURAL",2000,3186
"F-48423","TYLER, TX",2000,174706
"F-48423","TYLER, TX",2010,209714
"F-48425","RURAL",2000,6809
"F-48425","RURAL",2010,8490
"F-48427","RURAL",2000,53597
"F-48427","RURAL",2010,60968
"F-48429","RURAL",2000,9674
"F-48429","RURAL",2010,9630
"F-48431","RURAL",2010,1143
"F-48431","RURAL",2000,1393
"F-48433","RURAL",2000,1693
"F-48433","RURAL",2010,1490
"F-48435","RURAL",2000,4077
"F-48435","RURAL",2010,4128
"F-48437","RURAL",2010,7854
"F-48437","RURAL",2000,8378
"F-48439","DALLAS, TX",2000,1446219
"F-48439","DALLAS, TX",2010,1809034
"F-48441","ABILENE, TX",2010,131506
"F-48441","ABILENE, TX",2000,126555
"F-48443","RURAL",2010,984
"F-48443","RURAL",2000,1081
"F-48445","RURAL",2010,12651
"F-48445","RURAL",2000,12761
"F-48447","RURAL",2000,1850
"F-48447","RURAL",2010,1641
"F-48449","RURAL",2000,28118
"F-48449","RURAL",2010,32334
"F-48451","SAN ANGELO, TX",2010,110224
"F-48451","SAN ANGELO, TX",2000,104010
"F-48453","AUSTIN, TX",2010,1024266
"F-48453","AUSTIN, TX",2000,812280
"F-48455","RURAL",2010,14585
"F-48455","RURAL",2000,13779
"F-48457","RURAL",2000,20871
"F-48457","RURAL",2010,21766
"F-48459","LONGVIEW, TX",2010,39309
"F-48459","LONGVIEW, TX",2000,35291
"F-48461","RURAL",2010,3355
"F-48461","RURAL",2000,3404
"F-48463","RURAL",2000,25926
"F-48463","RURAL",2010,26405
"F-48465","RURAL",2010,48879
"F-48465","RURAL",2000,44856
"F-48467","RURAL",2000,48140
"F-48467","RURAL",2010,52579
"F-48469","VICTORIA, TX",2000,84088
"F-48469","VICTORIA, TX",2010,86793
"F-48471","RURAL",2000,61758
"F-48471","RURAL",2010,67861
"F-48473","HOUSTON, TX",2000,32663
"F-48473","HOUSTON, TX",2010,43205
"F-48475","RURAL",2000,10909
"F-48475","RURAL",2010,10658
"F-48477","RURAL",2000,30373
"F-48477","RURAL",2010,33718
"F-48479","LAREDO, TX",2000,193117
"F-48479","LAREDO, TX",2010,250304
"F-48481","RURAL",2010,41280
"F-48481","RURAL",2000,41188
"F-48483","RURAL",2010,5410
"F-48483","RURAL",2000,5284
"F-48485","WICHITA FALLS, TX",2000,131664
"F-48485","WICHITA FALLS, TX",2010,131500
"F-48487","RURAL",2000,14676
"F-48487","RURAL",2010,13535
"F-48489","RURAL",2010,22134
"F-48489","RURAL",2000,20082
